,title,description,return,sentiment
3/18/2020 18:41,New York Stock Exchange Will Temporarily Close Trading Floors After Two Positive Coronavirus Tests,"The New York Stock Exchange announced Wednesday that it will close its trading floors temporarily and move to electronic trading only starting Monday, a decision reached after two people tested positive during coronavirus screenings.Trading floors Wall Street…",-4.7,
3/18/2020 18:44,"The Dow and S&P near three-year lows, Nasdaq falls as well, and treasuries are no haven",It was another brutal day on Wall Street as investors continue to come to grips with the new economic realities imposed by the COVID-19 outbreak in the U.S. Both the Dow Jones Industrial Average (DJIA) and the S&P 500 are scraping near their lowest point in t…,-4.7,
3/18/2020 18:44,"The Dow and S&P near three-year lows, Nasdaq falls as well, and treasuries are no haven",It was another brutal day on Wall Street as investors continue to come to grips with the new economic realities imposed by the COVID-19 outbreak in the U.S. Both the Dow Jones Industrial Average (DJIA) and the S&P 500 are scraping near their lowest point in t…,-4.7,
3/18/2020 18:44,"The Dow and S&P near three-year lows, Nasdaq falls as well, and treasuries are no haven",It was another brutal day on Wall Street as investors continue to come to grips with the new economic realities imposed by the COVID-19 outbreak in the U.S. Both the Dow Jones Industrial Average (DJIA) and the S&P 500 are scraping near their lowest point in t…,-4.7,
3/18/2020 19:53,"Kessler Topaz Meltzer & Check, LLP: Securities Fraud Class Action Filed Against Inovio Pharmaceuticals, Inc. - INO","The law firm of Kessler Topaz Meltzer & Check, LLP alerts investors that a securities fraud class action lawsuit has been filed against Inovio Pharmaceuticals, Inc. (NASDAQ: INO) (""Inovio"") on behalf of those who purchased or otherwise acquired Inovio common …",-4.7,
3/18/2020 20:10,"Kaskela Law LLC Announces Shareholder Class Action Lawsuit Filed Against Cronos Group, Inc. (CRON) and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm","Kaskela Law LLC announces that a shareholder class action lawsuit has been filed against Cronos Group, Inc. (""Cronos"" or the ""Company"") (NASDAQ: CRON) on behalf of investors who purchased shares of the Company's stock between May 9, 2019, and March 2, 2020, i…",-4.7,
3/18/2020 20:13,How We Effectively Quarantined Client Portfolios From Extreme Market Risk,"From hotels to airlines, bars to restaurants, department stores to Mom-n-Pop retailers, cash flow is drying up.From a supply perspective, countries that manufacture goods and/or transport them are unable to do so.21st Century recessions do not cause wealth ef…",-4.7,
3/18/2020 20:23,"Dow Jones Futures Rise On ECB Stimulus After Coronavirus Stock Market Crash Hits New Lows; Apple, Microsoft, Amazon Are 'Absolute Losers' - Investor's Business Daily","Dow Jones Futures Rise On ECB Stimulus After Coronavirus Stock Market Crash Hits New Lows; Apple, Microsoft, Amazon Are 'Absolute Losers' Investor's Business Daily Dow below 20,000 as stock plunge threatens Trump-era gains Fox Business Dow drops 1,300 points,…",-4.7,
3/18/2020 20:26,"Natural Alternatives International, Inc. Announces Increase in its Stock Repurchase Plan","Natural Alternatives International, Inc. (""NAI"") (Nasdaq: NAII), a leading formulator, manufacturer and marketer of customized nutritional supplements, today announced its Board of Directors authorized a $1.0 million increase to its stock repurchase plan brin…",-4.7,
3/18/2020 20:57,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Gulfport Energy (GPOR) Investors Who Have Suffered $100K+ Losses to Contact its Attorneys: Securities Fraud Class Action Filed","Hagens Berman urges investors in Gulfport Energy Corporation (NASDAQ: GPOR) who have suffered losses in excess of $100,000 to submit their losses now. A securities fraud class action has been filed and certain investors may have valuable claims.",-4.7,
3/18/2020 21:01,Covid-19 impact: Dow Jones sheds more than 1300 points in latest US stocks rout,"Covid-19 impact: Dow Jones sheds more than 1300 points in latest US stocks routThe Dow fell as much as 10 percent during the early afternoon, but stocks rallied somewhat near the end of the session as the US Senate passed a $100 billion emergency package for …",-4.7,
3/18/2020 21:48,"Wall Street extends recent selloff, Dow all but erases ‘Trump-bump’","The benchmark S&P 500 index ended off of its lows of the session but still down 5.2%, extending the recent plunge that ended Wall Street's longest-ever bull run. The S&P 500 is now down about 29% from its Feb. 19 record closing high.",-4.7,
3/18/2020 23:26,Munster Says Tesla Can 'Survive' Multiple Quarters Of Fremont Factory Shutdown,"Loup Ventures managing partner Gene Munster on Wednesday said that Tesla Inc. (NASDAQ: TSLA) will see ""little impact"" in the long term from its Fremont, California factory shutdown.Tesla Required To Stop Manufacturing Alameda County officials on Tuesday said …",-4.7,
3/18/2020 23:30,Protect Against Rootkit and Bootkit Malware in Systems that Boot from External SPI Flash Memory,"With the rapid growth of 5G including new cellular infrastructure, growing networks and data centers supporting expanding cloud computing, developers are seeking new ways to ensure operating systems remain secure and uncompromised. Microchip Technology Inc. (…",-4.7,
3/17/2020 1:27,Another black Monday as coronavirus response upends Wall Street,"The Dow Jones Industrial Average fell 2,997.1 points, or 12.93%, to 20,188.52, the S&P 500 lost 324.89 points, or 11.98%, to 2,386.13. The Nasdaq Composite dropped 970.28 points, or 12.32%, to 6,904.59.",6.23,
3/17/2020 2:52,Coronavirus: Indicators Of Its Global Economic Impacts,We are totally caught up with the Coronavirus pandemic.It is far too early to tell what its widening economic effects will be.But some of its impact so far can be sketched out.,6.23,
3/17/2020 3:14,Market Snapshot: U.S. stock futures point to bounce for Wall Street after deep selloff,"U.S. stock futures pointed to a firm bounce for Wall Street on Tuesday, on the heels of a 3,000-point loss that came amid investor fears that a sharp economic downturn was unavoidable as a result of the coronavirus outbreak.",6.23,
3/17/2020 3:59,Update on Ericsson's Annual General Meeting 2020 Addressing the Corona Virus,"To ensure the health and safety of our shareholders, employees and other stakeholders, Ericsson (NASDAQ: ERIC) has decided on certain precautionary measures related to its Annual General Meeting of shareholders 2020. Ericsson is closely monitoring the develop…",6.23,
3/17/2020 4:00,Medicxi Bolsters and Expands Team with Senior Industry Leaders,"Medicxi, the leading European life sciences investment firm, today announced the appointment of Sanford (Sandy) Zweifach and Paul Sekhri as Venture Partners.",6.23,
3/17/2020 4:02,Stocks seem poised for big bounce off Wall Street's dark day,Dow futures up hundreds of points as some markets overseas stop the bleeding,6.23,
3/17/2020 4:12,FTSE 100 rebounds slightly as it opens up 3% amid coronavirus panic,"The FTSE 100 index of the UK's biggest companies rose 147 points or 2.9 per cent to 5,298 today, after Asian markets fluctuated and Wall Street suffered its worst day in more than three decades yesterday.",6.23,
3/17/2020 4:16,U.S. stock futures point to bounce for Wall Street after deep selloff - MarketWatch,U.S. stock futures point to bounce for Wall Street after deep selloff MarketWatch Monday’s Selloff Was the S&P 500’s Fifth 10% Move Since 1978 Barron's Dow and US stocks plunge again: Live updates CNN Stocks seem poised for big bounce off Wall Street's dark d…,6.23,
3/17/2020 5:00,CASI Pharmaceuticals Inc (CASI) Q4 2019 Earnings Call Transcript,"CASI earnings call for the period ending December 31, 2019.",6.23,
3/17/2020 5:49,Futures go red hours after 'limit up' moment - Seeking Alpha,"<ul><li>U.S. stock futures soared late Monday, hitting a 4% ""limit up"" halt at one point, following Wall Street's worst day since the 1987 crash.</li><li>S&P 500 futures were last <font color=""green"">up 3.2%</font>, while the SPDR S&P 500 Trust ETF (NYSEARCA:…",6.23,
3/17/2020 6:00,Yintech Reports Fourth Quarter and Full Year 2019 Unaudited Financial Results,"Yintech Investment Holdings Limited (NASDAQ: YIN) (""Yintech"" or the ""Company""), a leading provider of investment and trading services for individual investors in China, today announced its unaudited financial results for the fourth quarter and the full year o…",6.23,
3/17/2020 6:25,Futures fall again after Wall Street's historic slump,"U.S. stock index futures were lower on Tuesday following Wall Street's steepest fall since 1987 in the previous session, as rising business disruptions in an effort to contain the coronavirus pandemic fanned worries over its economic damage.",6.23,
3/17/2020 6:25,Futures fall again after Wall Street's historic slump,"It was the S&P 500's third-largest daily percentage drop on record, beaten only by the 1987 ""Black Monday"" rout and the crash of October 1929. President Donald Trump on Monday also warned of a likely recession and urged Americans to avoid gatherings of more t…",6.23,
3/17/2020 6:30,DarioHealth Reports Fourth Quarter and Year End 2019 Results,"DarioHealth Corp. (Nasdaq: DRIO), a global digital therapeutics (DTx) innovator, today reported financial results for the fourth quarter and full year ended December 31, 2019 and provided a corporate and commercial update.",6.23,
3/17/2020 6:30,VIAVI Solutions Recognized in New Gartner Market Guide for Network Performance Monitoring and Diagnostics,"Viavi Solutions Inc. (VIAVI) (NASDAQ: VIAV) today announced that it has been recognized as a Representative Vendor in the inaugural Gartner ""Market Guide for Network Performance Monitoring and Diagnostics"" report. VIAVI is pleased to provide a complimentary c…",6.23,
3/17/2020 6:30,Will Walgreens Remain Defensive?,"While its retail segment, which includes the company’s retail sales of prescription drugs, and consumer healthcare products, saw sales grow slightly from $33 billion in fiscal 2015 to $35 billion in fiscal 2019, any significant growth is unlikely in the near …",6.23,
3/17/2020 7:00,Canadian Solar Secures Project Financing and Continues to Invest into Solar Energy Development in Italy,"Canadian Solar Inc. (the ""Company"", or ""Canadian Solar"") (NASDAQ: CSIQ), one of the world's largest solar power companies, today announced that it has secured a EUR55 million bilateral Revolving Credit Facility with Intesa Sanpaolo to fund the construction of…",6.23,
3/17/2020 7:00,Bragi and CEVA Collaborate to Redefine Hearable Devices,"CEVA, Inc. (NASDAQ: CEVA), the leading licensor of wireless connectivity and smart sensing technologies, and Bragi GmbH, an award-winning technology company based in Munich, Germany, announced today a strategic collaboration to drive a new class of hearable d…",6.23,
3/17/2020 7:00,Luokung Enters into Strategic Partnership with Dianyu,"Luokung Technology Corp. (NASDAQ: LKCO) (""Luokung"" or the ""Company""), one of the global leading spatial-temporal big-data processing technology companies, a leading interactive location-based services company in China, today announced it has entered into a st…",6.23,
3/17/2020 7:00,Compugen Announces Closing of $75 Million Public Offering of Ordinary Shares,"Compugen Ltd. (Nasdaq: CGEN), a clinical-stage cancer immunotherapy company and a leader in predictive target discovery, today announced the closing of its previously announced underwritten public offering of 8,333,334 ordinary shares at a price to the public…",6.23,
